Date,Sort Order,Account,Merchant Name,Amount,Running Balance,Category
8/2/2023,206,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/02/23,-$2.26,$762.25,
8/3/2023,207,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX48656589 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$55.00,$707.25,
8/3/2023,208,Primary Checkings - 3102,CHECK ORDER00413 DES:FEE ID:13110094 INDN:KENNETH MEAD 03-15 CO ID:XXXXX00413 PPD PMT INFO: PRODUCT(S): 34.16 S&H: 0.00 MI TAX: 2.05,-$36.21,$671.04,
8/4/2023,209,Primary Checkings - 3102,BIGGBY COFFEE #67 08/02 PURCHASE STERLING HEIG MI,-$4.30,$666.74,
8/4/2023,210,Primary Checkings - 3102,BIGGBY COFFEE #67 08/03 PURCHASE STERLING HEIG MI,-$4.30,$662.44,
8/4/2023,211,Primary Checkings - 3102,SNACK SODA VENDIN 08/03 PURCHASE WARREN MI,-$1.65,$660.79,
8/4/2023,212,Primary Checkings - 3102,WALGREENS 2985 08/04 PURCHASE ROCHESTER HIL MI,-$42.38,$618.41,
8/4/2023,213,Primary Checkings - 3102,WALGREENS 2985 08/04 PURCHASE ROCHESTER HIL MI,-$13.77,$604.64,
8/4/2023,214,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/04/23,-$2.60,$602.04,
8/7/2023,215,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX66117,$250.00,$852.04,
8/7/2023,216,Primary Checkings - 3102,CCBill.com *Only 08/04 PURCHASE XXXXX69279 CA,-$6.90,$845.14,
8/7/2023,217,Primary Checkings - 3102,NNT TRAYSERS I 08/05 PURCHASE MACKINAC ISLA MI,-$13.73,$831.41,
8/7/2023,218,Primary Checkings - 3102,CHIPPEWA HOTEL WA 08/05 PURCHASE MACKINAC ISLA MI,-$41.10,$790.31,
8/7/2023,219,Primary Checkings - 3102,Historic Hist 08/05 PURCHASE MACKINAW CITY MI,-$31.00,$759.31,
8/7/2023,220,Primary Checkings - 3102,RYBAS FUDGE SHOP 08/05 PURCHASE MACKINAC ISLA MI,-$10.93,$748.38,
8/7/2023,221,Primary Checkings - 3102,RYBAS FUDGE SHOP 08/05 PURCHASE MACKINAC ISLA MI,-$11.19,$737.19,
8/7/2023,222,Primary Checkings - 3102,TST* Mulligans 08/05 PURCHASE Cheboygan MI,-$30.49,$706.70,
8/7/2023,223,Primary Checkings - 3102,TST* Pancake Chef 08/06 PURCHASE XXXXX65578 MI,-$50.75,$655.95,
8/7/2023,224,Primary Checkings - 3102,OSWALD BEAR RANCH 08/06 PURCHASE NEWBERRY MI,-$1.56,$654.39,
8/7/2023,225,Primary Checkings - 3102,OSWALD BEAR RANCH 08/06 PURCHASE NEWBERRY MI,-$27.56,$626.83,
8/7/2023,226,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX47835661 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$54.00,$572.83,
8/7/2023,227,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/07/23,-$3.79,$569.04,
8/8/2023,228,Primary Checkings - 3102,BKOFAMERICA MOBILE 08/08 XXXXX88728 DEPOSIT *MOBILE MI,$7500.00,$8069.04,
8/8/2023,229,Primary Checkings - 3102,BKOFAMERICA MOBILE 08/08 XXXXX65574 DEPOSIT *MOBILE MI,$1695.93,$9764.97,
8/8/2023,230,Primary Checkings - 3102,MACKINAC ISLAND F 08/05 PURCHASE SAINT IGNACE MI,-$68.00,$9696.97,
8/8/2023,231,Primary Checkings - 3102,MACKINAC ISLAND F 08/05 PURCHASE SAINT IGNACE MI,-$67.60,$9629.37,
8/8/2023,232,Primary Checkings - 3102,Nintendo CA103264 08/07 PURCHASE XXXXX53700 WA,-$63.59,$9565.78,
8/8/2023,233,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/08/23,-$0.81,$9564.97,
8/9/2023,234,Primary Checkings - 3102,CERTIFID INSURANC 08/08 PURCHASE TX,-$100.00,$9464.97,
8/9/2023,235,Primary Checkings - 3102,BWW 3179 CLINTON 08/08 PURCHASE XXXXX39500 MI,-$29.22,$9435.75,
8/9/2023,236,Primary Checkings - 3102,AMZN Mktp US*TA7M 08/09 PURCHASE XXXXX61072 WA,-$5.83,$9429.92,
8/9/2023,237,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/09/23,-$0.95,$9428.97,
8/10/2023,238,Primary Checkings - 3102,WL *STEAM PURCHAS 08/07 PURCHASE XXXXX22985 WA,-$59.37,$9369.60,
8/10/2023,239,Primary Checkings - 3102,AMARIN THAI CUISI 08/08 PURCHASE WARREN MI,-$12.60,$9357.00,
8/10/2023,240,Primary Checkings - 3102,BIGGBY COFFEE #67 08/09 PURCHASE STERLING HEIG MI,-$2.75,$9354.25,
8/10/2023,241,Primary Checkings - 3102,SNACK SODA VENDIN 08/09 PURCHASE WARREN MI,-$3.30,$9350.95,
8/10/2023,242,Primary Checkings - 3102,DISCORD* NITROMON 08/09 PURCHASE XXXXX77815 CA,-$9.99,$9340.96,
8/10/2023,243,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Karen Mead Confirmation# XXXXX84802,-$7500.00,$1840.96,
8/10/2023,244,Primary Checkings - 3102,SMAG INC. 08/10 PURCHASE STERLING HEIG MI,-$50.04,$1790.92,
8/10/2023,245,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/10/23,-$2.95,$1787.97,
8/11/2023,246,Primary Checkings - 3102,BIGGBY COFFEE #67 08/10 PURCHASE STERLING HEIG MI,-$2.75,$1785.22,
8/11/2023,247,Primary Checkings - 3102,MARKET@WORK 20673 08/10 PURCHASE RENTON WA,-$4.98,$1780.24,
8/11/2023,248,Primary Checkings - 3102,MARKET@WORK 20673 08/10 PURCHASE RENTON WA,-$1.99,$1778.25,
8/11/2023,249,Primary Checkings - 3102,SQ *MIYAZAKI SUSH 08/10 PURCHASE Clinton Twp MI,-$1.63,$1776.62,
8/11/2023,250,Primary Checkings - 3102,GAMER'S GAUNTLET 08/10 PURCHASE CLINTON TOWNS MI,-$138.86,$1637.76,
8/11/2023,251,Primary Checkings - 3102,MCDONALD'S F34 08/11 PURCHASE TROY MI,-$14.82,$1622.94,
8/11/2023,252,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/11/23,-$0.97,$1621.97,
8/14/2023,253,Primary Checkings - 3102,BKOFAMERICA MOBILE 08/14 XXXXX98919 DEPOSIT *MOBILE MI,$1695.92,$3317.89,
8/14/2023,254,Primary Checkings - 3102,AAA INS GW RCCREF 08/11 REFUND XXXXX22642 MI,$34.58,$3352.47,
8/14/2023,255,Primary Checkings - 3102,U-HAUL-CTR-TROY # 08/11 PURCHASE TROY MI,-$85.33,$3267.14,
8/14/2023,256,Primary Checkings - 3102,TST* Lucky Brunch 08/12 PURCHASE Sterling Heig MI,-$33.07,$3234.07,
8/14/2023,257,Primary Checkings - 3102,AMZN Mktp US*TO9F 08/12 PURCHASE XXXXX61072 WA,-$50.76,$3183.31,
8/14/2023,258,Primary Checkings - 3102,U-HAUL-CTR-TROY # 08/12 PURCHASE XXXXX93638 MI,-$38.10,$3145.21,
8/14/2023,259,Primary Checkings - 3102,U-HAUL-CTR-TROY # 08/12 PURCHASE XXXXX93638 MI,-$24.14,$3121.07,
8/14/2023,260,Primary Checkings - 3102,Speedway 08/12 PURCHASE Sterling Heig MI,-$4.10,$3116.97,
8/14/2023,261,Primary Checkings - 3102,BP#XXXXX448100 08/12 PURCHASE STERLING HEIG MI,-$6.00,$3110.97,
8/14/2023,262,Primary Checkings - 3102,BP#XXXXX448100 08/12 PURCHASE STERLING HEIG MI,-$21.99,$3088.98,
8/14/2023,263,Primary Checkings - 3102,LOVE SUSHI 08/12 PURCHASE XXXXX97664 MI,-$40.82,$3048.16,
8/14/2023,264,Primary Checkings - 3102,Amazon.com*TO0CJ8 08/13 PURCHASE WA,-$105.90,$2942.26,
8/14/2023,265,Primary Checkings - 3102,TEMU.COM 08/13 PURCHASE DE,-$14.28,$2927.98,
8/14/2023,266,Primary Checkings - 3102,COSTCO WHSE #0 08/14 PURCHASE ROSEVILLE MI,-$8.12,$2919.86,
8/14/2023,267,Primary Checkings - 3102,COSTCO WHSE #0 08/14 PURCHASE ROSEVILLE MI,-$338.08,$2581.78,
8/14/2023,268,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/14/23,-$7.31,$2574.47,
8/15/2023,269,Primary Checkings - 3102,VENMO DES:CASHOUT ID:XXXXX01864072 INDN:KENNETH MEAD CO ID:XXXXX81992 PPD,$527.00,$3101.47,
8/15/2023,270,Primary Checkings - 3102,Temu.com 08/13 PURCHASE XXXXX51212 MA,-$50.24,$3051.23,
8/15/2023,271,Primary Checkings - 3102,Amazon.com*TO22X0 08/14 PURCHASE WA,-$83.91,$2967.32,
8/15/2023,272,Primary Checkings - 3102,MARKET@WORK 20673 08/14 PURCHASE RENTON WA,-$2.49,$2964.83,
8/15/2023,273,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/15/23,-$1.36,$2963.47,
8/16/2023,274,Primary Checkings - 3102,APPLE.COM/BILL 08/15 PURCHASE XXXXX27753 CA,-$0.99,$2962.48,
8/16/2023,275,Primary Checkings - 3102,"GITHUB, INC. 08/15 PURCHASE XXXXX84820 CA",-$10.00,$2952.48,
8/16/2023,276,Primary Checkings - 3102,SNACK SODA VENDIN 08/15 PURCHASE WARREN MI,-$1.65,$2950.83,
8/16/2023,277,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX73572,-$250.00,$2700.83,
8/16/2023,278,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX73573,-$100.00,$2600.83,
8/16/2023,279,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/16/23,-$0.36,$2600.47,
8/17/2023,280,Primary Checkings - 3102,GRAND TAVERN 08/15 PURCHASE ROCHESTER HIL MI,-$30.50,$2569.97,
8/17/2023,281,Primary Checkings - 3102,BIGGBY COFFEE #67 08/16 PURCHASE STERLING HEIG MI,-$8.62,$2561.35,
8/17/2023,282,Primary Checkings - 3102,Cicotte Plumbing 08/16 PURCHASE XXXXX45200 MI,-$195.70,$2365.65,
8/17/2023,283,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/17/23,-$1.18,$2364.47,
8/18/2023,284,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1356.74,$3721.21,
8/18/2023,285,Primary Checkings - 3102,SNACK SODA VENDIN 08/17 PURCHASE WARREN MI,-$1.65,$3719.56,
8/18/2023,286,Primary Checkings - 3102,WHOLEFDS 2100 08/18 PURCHASE BIRMINGHAM MI,-$144.88,$3574.68,
8/18/2023,287,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/18/23,-$0.47,$3574.21,
8/21/2023,288,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX29753,$4000.00,$7574.21,
8/21/2023,289,Primary Checkings - 3102,Amazon.com 08/18 REFUND WA,$83.91,$7658.12,
8/21/2023,290,Primary Checkings - 3102,CCBill.com *Only 08/17 PURCHASE XXXXX69279 CA,-$10.00,$7648.12,
8/21/2023,291,Primary Checkings - 3102,AAA INSURANCE GW 08/18 PURCHASE XXXXX26424 MI,-$9.43,$7638.69,
8/21/2023,292,Primary Checkings - 3102,MARKET@WORK 20673 08/18 PURCHASE RENTON WA,-$2.49,$7636.20,
8/21/2023,293,Primary Checkings - 3102,MARKET@WORK 20673 08/18 PURCHASE RENTON WA,-$2.49,$7633.71,
8/21/2023,294,Primary Checkings - 3102,SP GAMERS GAUNTLE 08/19 PURCHASE MI,-$5.00,$7628.71,
8/21/2023,295,Primary Checkings - 3102,GAMER'S GAUNTLET 08/19 PURCHASE CLINTON TOWNS MI,-$18.55,$7610.16,
8/21/2023,296,Primary Checkings - 3102,GAMER'S GAUNTLET 08/19 PURCHASE CLINTON TOWNS MI,-$55.12,$7555.04,
8/21/2023,297,Primary Checkings - 3102,GAMER'S GAUNTLET 08/19 PURCHASE CLINTON TOWNS MI,-$37.10,$7517.94,
8/21/2023,298,Primary Checkings - 3102,GAMER'S GAUNTLET 08/19 PURCHASE CLINTON TOWNS MI,-$28.56,$7489.38,
8/21/2023,299,Primary Checkings - 3102,POTOWNSTORE.COM 08/19 PURCHASE 00,-$7.00,$7482.38,
8/21/2023,300,Primary Checkings - 3102,RITE AID 04339 08/20 PURCHASE STERLING HEIG MI,-$37.90,$7444.48,
8/21/2023,301,Primary Checkings - 3102,Online Banking transfer to SAV 9875 Confirmation# XXXXX89012,-$200.00,$7244.48,
8/21/2023,302,Primary Checkings - 3102,Online Banking transfer to SAV 7344 Confirmation# XXXXX93148,-$200.00,$7044.48,
8/21/2023,303,Primary Checkings - 3102,MEIJER 145 08/21 PURCHASE FRASER MI,-$22.18,$7022.30,
8/21/2023,304,Primary Checkings - 3102,Speedway 08/20 PURCHASE Sterling Heig MI,-$53.99,$6968.31,
8/21/2023,305,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX09973287 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$150.00,$6818.31,
8/21/2023,306,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX99783488 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$64.50,$6753.81,
8/21/2023,307,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/21/23,-$5.19,$6748.62,
8/22/2023,308,Primary Checkings - 3102,VRV*MEMBERSHIP 08/21 PURCHASE XXXXX39235 CA,-$9.99,$6738.63,
8/22/2023,309,Primary Checkings - 3102,MARKET@WORK 20673 08/21 PURCHASE RENTON WA,-$1.99,$6736.64,
8/22/2023,310,Primary Checkings - 3102,NNT ETERNAL GA 08/22 PURCHASE WARREN MI,-$19.04,$6717.60,
8/22/2023,311,Primary Checkings - 3102,PROG MARATHON DES:INS PREM ID:XXXXX1326 Kenne INDN:Kenneth Mead CO ID:XXXXX48088 WEB,-$1209.00,$5508.60,
8/22/2023,312,Primary Checkings - 3102,Fidelity Investm DES:MED PAYMNT ID:GMCOD11319 INDN:Kenneth Mead CO ID:XXXXX90870 PPD,-$37.44,$5471.16,
8/22/2023,313,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/22/23,-$0.98,$5470.18,
8/23/2023,314,Primary Checkings - 3102,KIT CHEN THAI BY 08/21 PURCHASE WARREN MI,-$12.76,$5457.42,
8/23/2023,315,Primary Checkings - 3102,SNACK SODA VENDIN 08/22 PURCHASE WARREN MI,-$2.40,$5455.02,
8/23/2023,316,Primary Checkings - 3102,MARKET@WORK 20673 08/22 PURCHASE RENTON WA,-$2.49,$5452.53,
8/23/2023,317,Primary Checkings - 3102,GRAND TAVERN 08/22 PURCHASE ROCHESTER HIL MI,-$25.95,$5426.58,
8/23/2023,318,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/23/23,-$1.40,$5425.18,
8/24/2023,319,Primary Checkings - 3102,KIT CHEN THAI BY 08/22 PURCHASE WARREN MI,-$12.76,$5412.42,
8/24/2023,320,Primary Checkings - 3102,BIGGBY COFFEE #67 08/23 PURCHASE STERLING HEIG MI,-$2.75,$5409.67,
8/24/2023,321,Primary Checkings - 3102,SP GAMERS GAUNTLE 08/23 PURCHASE MI,-$5.00,$5404.67,
8/24/2023,322,Primary Checkings - 3102,GAMER'S GAUNTLET 08/23 PURCHASE CLINTON TOWNS MI,-$31.80,$5372.87,
8/24/2023,323,Primary Checkings - 3102,eBayCommerce 08/23 PURCHASE San Jose CA,-$24.37,$5348.50,
8/24/2023,324,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX65359454 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$6.00,$5342.50,
8/24/2023,325,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/24/23,-$1.32,$5341.18,
8/25/2023,326,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$7037.11,
8/25/2023,327,Primary Checkings - 3102,MARKET@WORK 20673 08/24 PURCHASE RENTON WA,-$2.49,$7034.62,
8/25/2023,328,Primary Checkings - 3102,SNACK SODA VENDIN 08/24 PURCHASE WARREN MI,-$2.40,$7032.22,
8/25/2023,329,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX73727467 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$72.00,$6960.22,
8/25/2023,330,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/25/23,-$1.11,$6959.11,
8/28/2023,331,Primary Checkings - 3102,TST* Lucky Brunch 08/26 PURCHASE Sterling Heig MI,-$36.85,$6922.26,
8/28/2023,332,Primary Checkings - 3102,SP GAMERS GAUNTLE 08/26 PURCHASE MI,-$5.00,$6917.26,
8/28/2023,333,Primary Checkings - 3102,GAMER'S GAUNTLET 08/26 PURCHASE CLINTON TOWNS MI,-$21.20,$6896.06,
8/28/2023,334,Primary Checkings - 3102,JUAN BLANCOS - EA 08/26 PURCHASE FRASER MI,-$21.65,$6874.41,
8/28/2023,335,Primary Checkings - 3102,AMZN Mktp US*T300 08/27 PURCHASE XXXXX61072 WA,-$25.38,$6849.03,
8/28/2023,336,Primary Checkings - 3102,MEIJER 145 08/27 PURCHASE FRASER MI,-$144.07,$6704.96,
8/28/2023,337,Primary Checkings - 3102,Mol*Resume.io 08/28 PURCHASE 00,-$24.95,$6680.01,
8/28/2023,338,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$6139.02,
8/28/2023,339,Primary Checkings - 3102,DTE Energy DES:XXXXX7474 ID: INDN:Kenneth Mead CO ID:XXXXX20792 WEB,-$75.11,$6063.91,
8/28/2023,340,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/28/23,-$2.90,$6061.01,
8/29/2023,341,Primary Checkings - 3102,AMZN Mktp US*T30W 08/28 PURCHASE XXXXX61072 WA,-$104.90,$5956.11,
8/29/2023,342,Primary Checkings - 3102,BIGGBY COFFEE #67 08/28 PURCHASE STERLING HEIG MI,-$4.30,$5951.81,
8/29/2023,343,Primary Checkings - 3102,AMZN Mktp US*T366 08/28 PURCHASE XXXXX61072 WA,-$25.40,$5926.41,
8/29/2023,344,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/29/23,-$1.40,$5925.01,
8/30/2023,345,Primary Checkings - 3102,AMZN Mktp US*T32H 08/28 PURCHASE XXXXX61072 WA,-$190.05,$5734.96,
8/30/2023,346,Primary Checkings - 3102,MARKET@WORK 20673 08/29 PURCHASE RENTON WA,-$4.28,$5730.68,
8/30/2023,347,Primary Checkings - 3102,SNACK SODA VENDIN 08/29 PURCHASE WARREN MI,-$2.40,$5728.28,
8/30/2023,348,Primary Checkings - 3102,WOW UTICA 08/30 PURCHASE FRASER MI,-$47.86,$5680.42,
8/30/2023,349,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/30/23,-$2.41,$5678.01,
8/31/2023,350,Primary Checkings - 3102,ULTRA PRO 08/27 PURCHASE XXXXX02100 CA,-$20.77,$5657.24,
8/31/2023,351,Primary Checkings - 3102,KIT CHEN THAI BY 08/29 PURCHASE WARREN MI,-$15.08,$5642.16,
8/31/2023,352,Primary Checkings - 3102,BIGGBY COFFEE #67 08/30 PURCHASE STERLING HEIG MI,-$4.30,$5637.86,
8/31/2023,353,Primary Checkings - 3102,SNACK SODA VENDIN 08/30 PURCHASE WARREN MI,-$1.65,$5636.21,
8/31/2023,354,Primary Checkings - 3102,TST* Tigerlily 08/30 PURCHASE Ferndale MI,-$51.03,$5585.18,
8/31/2023,355,Primary Checkings - 3102,MEIJER 145 08/30 PURCHASE FRASER MI,-$14.82,$5570.36,
8/31/2023,356,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/31/23,-$3.35,$5567.01,
9/1/2023,357,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$7262.94,
9/1/2023,358,Primary Checkings - 3102,BIGGBY COFFEE #67 08/31 PURCHASE STERLING HEIG MI,-$4.30,$7258.64,
9/1/2023,359,Primary Checkings - 3102,WAGPET* DONATION 08/31 PURCHASE NY,-$213.69,$7044.95,
9/1/2023,360,Primary Checkings - 3102,Amazon.com*TL77N3 08/31 PURCHASE WA,-$67.82,$6977.13,
9/1/2023,361,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX76314,-$250.00,$6727.13,
9/1/2023,362,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX76315,-$100.00,$6627.13,
9/1/2023,363,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/01/23,-$1.19,$6625.94,
9/5/2023,364,Primary Checkings - 3102,SQ *DAILY DOZEN 09/01 PURCHASE Warren MI,-$60.95,$6564.99,
9/5/2023,365,Primary Checkings - 3102,WWW.DAY2EVENTS.CO 09/03 PURCHASE IL,-$22.00,$6542.99,
9/5/2023,366,Primary Checkings - 3102,Online Banking transfer to CHK 7139 Confirmation# XXXXX61224,-$300.00,$6242.99,
9/5/2023,367,Primary Checkings - 3102,AMZN Mktp US*TL40 09/04 PURCHASE XXXXX61072 WA,-$24.90,$6218.09,
9/5/2023,368,Primary Checkings - 3102,Amazon.com*TL8Y79 09/04 PURCHASE WA,-$9.35,$6208.74,
9/5/2023,369,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Sarah Mead Confirmation# XXXXX43972,-$87.00,$6121.74,
9/5/2023,370,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/05/23,-$0.80,$6120.94,
9/6/2023,371,Primary Checkings - 3102,COMCAST 8529101 DES:XXXXX5419 ID:1170010 INDN:KENNETH *MEAD CO ID:XXXXX13249 PPD,-$85.00,$6035.94,
9/8/2023,372,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$7731.87,
9/8/2023,373,Primary Checkings - 3102,FOUR POINTS BY SH 09/07 PURCHASE PEORIA IL,-$448.50,$7283.37,
9/8/2023,374,Primary Checkings - 3102,OVERLOADEVENTS 09/07 PURCHASE TX,-$118.14,$7165.23,
9/8/2023,375,Primary Checkings - 3102,MACTERAENTERPRISE 09/07 PURCHASE TX,-$11.20,$7154.03,
9/8/2023,376,Primary Checkings - 3102,SIE PLAYSTATIO 09/08 PURCHASE SAN MATEO CA,-$63.59,$7090.44,
9/8/2023,377,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX74156,-$125.00,$6965.44,
9/8/2023,378,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX74157,-$125.00,$6840.44,
9/8/2023,379,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX74160,-$125.00,$6715.44,
9/8/2023,380,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX74159,-$50.00,$6665.44,
9/8/2023,381,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX74158,-$20.00,$6645.44,
9/8/2023,382,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/08/23,-$2.57,$6642.87,
9/11/2023,383,Primary Checkings - 3102,TCGplayer Inc DES:ACCTVERIFY ID: I79LWO6PE INDN:Kenneth Mead CO ID:XXXXX0567 PPD,$0.03,$6642.90,
9/11/2023,384,Primary Checkings - 3102,TCGplayer Inc DES:ACCTVERIFY ID: I27K2O5MR INDN:Kenneth Mead CO ID:XXXXX0567 PPD,$0.01,$6642.91,
9/11/2023,385,Primary Checkings - 3102,DISCORD* NITROMON 09/09 PURCHASE XXXXX77815 CA,-$9.99,$6632.92,
9/11/2023,386,Primary Checkings - 3102,MULVEY GARDENS C DES:Assn Dues ID:39214813 INDN:Kenneth Mead CO ID:HOAPAYMENT WEB,-$30.00,$6602.92,
9/11/2023,387,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/11/23,-$0.01,$6602.91,
9/12/2023,388,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Karen Mead Confirmation# XXXXX63254,-$2500.00,$4102.91,
9/13/2023,389,Primary Checkings - 3102,HOMEDEPOT.COM 09/10 PURCHASE XXXXX03376 GA,-$116.81,$3986.10,
9/13/2023,390,Primary Checkings - 3102,Fidelity Investm DES:MED PAYMNT ID:GMCOD13360 INDN:Kenneth Mead CO ID:XXXXX90870 PPD,-$1034.00,$2952.10,
9/13/2023,391,Primary Checkings - 3102,CONSUMERS ENERGY DES:ENERGYBILL ID:XXXXX0126422 INDN:Kenneth Mead CO ID:XXXXX42310 WEB,-$21.89,$2930.21,
9/13/2023,392,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/13/23,-$0.19,$2930.02,
9/14/2023,393,Primary Checkings - 3102,AMZN Mktp US*TR8I 09/12 PURCHASE XXXXX61072 WA,-$46.63,$2883.39,
9/14/2023,394,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/14/23,-$0.37,$2883.02,
9/15/2023,395,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.92,$4578.94,
9/15/2023,396,Primary Checkings - 3102,GM-GMC DIVISION DES:VENDOR PMT ID:ADPXXXXX663677 INDN:KENNETH MEAD CO ID:9GM-DIRDPS PPD,$0.51,$4579.45,
9/15/2023,397,Primary Checkings - 3102,AMZN Mktp US*TR98 09/14 PURCHASE XXXXX61072 WA,-$59.34,$4520.11,
9/15/2023,398,Primary Checkings - 3102,"GITHUB, INC. 09/15 PURCHASE XXXXX84820 CA",-$10.00,$4510.11,
9/15/2023,399,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33667,-$125.00,$4385.11,
9/15/2023,400,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33668,-$125.00,$4260.11,
9/15/2023,401,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX33671,-$125.00,$4135.11,
9/15/2023,402,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX33670,-$50.00,$4085.11,
9/15/2023,403,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33669,-$20.00,$4065.11,
9/15/2023,404,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 09/15/23,-$0.66,$4064.45,
9/18/2023,405,Primary Checkings - 3102,APPLE.COM/BILL 09/15 PURCHASE XXXXX27753 CA,-$0.99,$4063.46,
